UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7425,_RARE_,M,300.1,311.3,1350,40.0,126,0,0,0,0,0,0
9960,_RARE_,L,298.7,309.2,1746,27.5,139,0,0,0,0,0,0
1483,_RARE_,L,298.6,309.4,1463,40.2,222,1,1,0,0,0,0
9510,_RARE_,L,299.6,310.1,1471,37.3,77,0,0,0,0,0,0
9990,_RARE_,H,298.1,307.9,1360,60.5,120,0,0,0,0,0,0
1538,_RARE_,L,298.0,308.1,1379,59.5,162,0,0,0,0,0,1
6006,_RARE_,L,300.5,311.1,1562,36.2,41,0,0,0,0,0,0
9182,_RARE_,H,297.5,308.6,1690,29.3,200,0,0,0,0,0,0
4356,_RARE_,M,301.3,310.3,1370,54.7,87,0,0,0,0,0,0
2216,_RARE_,M,299.2,308.6,1395,49.0,112,0,0,0,0,0,0
7190,_RARE_,H,300.9,310.0,1728,29.7,180,0,0,0,0,0,0
2185,_RARE_,L,299.5,309.1,1417,39.2,129,0,0,0,0,0,0
67,_RARE_,L,298.7,309.1,1441,43.9,156,0,0,0,0,0,0
7384,_RARE_,L,299.9,310.6,1647,41.9,137,0,0,0,0,0,0
766,_RARE_,L,296.7,307.8,1988,20.0,62,0,0,0,0,0,0
1357,_RARE_,H,298.7,309.9,1605,37.6,141,0,0,0,0,0,0
3664,_RARE_,L,302.4,311.4,1495,41.0,94,0,0,0,0,0,0
5093,_RARE_,H,304.0,313.2,1735,29.8,17,0,0,0,0,0,0
7109,_RARE_,L,300.0,310.0,1516,38.0,188,0,0,0,0,0,0
6552,_RARE_,M,301.5,310.6,1572,39.4,2,0,0,0,0,0,0
4525,_RARE_,L,302.4,310.5,1408,42.0,84,0,0,0,0,0,0
1643,_RARE_,L,298.1,307.8,1713,30.6,109,0,0,0,0,0,0
177,_RARE_,L,298.9,308.6,1504,42.1,158,0,0,0,0,0,0
1409,_RARE_,H,298.7,309.7,1686,29.1,81,0,0,0,0,0,0
1242,_RARE_,L,297.3,308.1,1611,31.6,194,0,0,0,0,0,0
2512,_RARE_,M,299.0,308.8,1472,49.4,105,0,0,0,0,0,0
7650,_RARE_,L,300.5,311.5,1413,56.0,100,0,0,0,0,0,0
1184,_RARE_,L,297.1,308.1,1291,63.3,146,1,0,0,1,1,0
1815,_RARE_,M,298.1,308.0,1456,47.4,3,0,0,0,0,0,0
8316,_RARE_,L,299.0,309.8,1320,61.0,96,0,0,0,0,0,0
9613,_RARE_,L,298.8,309.9,1638,32.9,44,0,0,0,0,0,0
5684,_RARE_,M,302.9,311.6,1456,46.1,41,0,0,0,0,0,0
3711,_RARE_,L,302.3,311.0,1755,29.7,159,0,0,0,0,0,0
4753,_RARE_,M,303.4,311.4,1419,53.0,12,0,0,0,0,0,0
9021,_RARE_,L,296.9,308.0,1560,34.9,146,0,0,0,0,0,0
7472,_RARE_,L,300.2,311.4,1493,38.8,39,0,0,0,0,0,0
5107,_RARE_,M,304.1,313.5,1634,33.7,0,0,0,0,0,0,0
2564,_RARE_,L,299.2,308.8,1448,44.1,43,0,0,0,0,0,0
6913,_RARE_,L,300.8,311.2,1438,47.9,128,0,0,0,0,0,0
1959,_RARE_,M,298.0,307.7,1553,40.1,122,0,0,0,0,0,0
6477,_RARE_,H,300.4,310.0,1436,40.5,176,0,0,0,0,0,0
2056,_RARE_,L,298.8,308.6,1338,52.3,118,0,0,0,0,0,0
4914,_RARE_,M,303.7,312.6,1396,56.1,191,0,0,0,0,0,0
5918,_RARE_,L,300.6,310.2,1387,53.6,218,0,0,0,0,0,0
2929,_RARE_,H,300.7,309.5,1373,49.1,127,0,0,0,0,0,0
2648,_RARE_,M,299.9,309.4,1504,40.9,100,0,0,0,0,0,0
6487,_RARE_,L,300.1,309.7,1641,39.6,143,0,0,0,0,0,0
1002,_RARE_,M,296.3,307.2,1667,29.9,150,0,0,0,0,0,0
133,_RARE_,L,298.6,308.2,2548,15.8,15,0,0,0,0,0,0
1892,_RARE_,L,298.1,308.1,1517,41.6,21,0,0,0,0,0,0
4998,_RARE_,M,303.8,312.8,1456,47.7,103,0,0,0,0,0,0
9666,_RARE_,L,299.1,310.4,1363,54.1,90,0,0,0,0,0,0
5255,_RARE_,M,303.8,312.9,1363,52.2,56,0,0,0,0,0,0
4662,_RARE_,L,303.1,311.2,1565,40.1,212,0,0,0,0,0,0
6311,_RARE_,L,300.9,310.4,1383,53.9,80,0,0,0,0,0,0
8107,_RARE_,H,300.4,311.7,1498,42.0,163,0,0,0,0,0,0
428,_RARE_,M,297.3,308.5,1381,56.9,83,0,0,0,0,0,0
6481,_RARE_,M,300.7,310.0,1519,30.8,94,0,0,0,0,0,0
4345,_RARE_,L,301.9,310.1,1559,34.6,151,0,0,0,0,0,0
3751,_RARE_,L,302.4,311.4,1566,36.1,170,0,0,0,0,0,0
7758,_RARE_,M,300.6,311.7,1455,48.9,79,0,0,0,0,0,0
1733,_RARE_,H,298.5,308.1,1378,49.2,192,0,0,0,0,0,0
1994,_RARE_,L,299.5,309.3,1545,39.5,146,0,0,0,0,0,0
1896,_RARE_,M,297.8,307.8,1487,38.9,78,0,0,0,0,0,0
4158,_RARE_,L,301.9,311.0,1447,47.3,223,0,0,0,0,0,0
5591,_RARE_,M,302.5,311.9,1462,53.2,66,0,0,0,0,0,0
5988,_RARE_,M,300.8,310.7,1517,34.1,38,0,0,0,0,0,0
8967,_RARE_,L,297.4,308.4,1488,41.6,196,0,0,0,0,0,0
607,_RARE_,L,297.8,308.7,1512,38.1,111,0,0,0,0,0,0
6071,_RARE_,L,300.5,310.7,1400,47.2,13,0,0,0,0,0,0
3545,_RARE_,L,302.0,310.8,1780,27.8,164,0,0,0,0,0,0
8567,_RARE_,M,298.6,308.7,1425,41.1,196,0,0,0,0,0,0
4574,_RARE_,L,302.7,310.4,1478,35.0,164,0,0,0,0,0,0
4323,_RARE_,H,302.1,309.8,1731,27.4,119,0,0,0,0,0,0
3922,_RARE_,H,302.5,311.1,1575,35.6,78,0,0,0,0,0,0
4234,_RARE_,M,302.6,311.0,1485,42.8,160,0,0,0,0,0,0
8175,_RARE_,L,299.7,310.9,1621,30.3,218,0,0,0,0,0,0
2531,_RARE_,L,299.1,308.1,1377,44.3,182,0,0,0,0,0,0
5300,_RARE_,L,303.7,312.8,1555,33.8,190,0,0,0,0,0,0
4445,_RARE_,L,302.5,310.1,1987,20.9,55,0,0,0,0,0,0
2247,_RARE_,L,299.7,309.4,1741,34.2,191,0,0,0,0,0,0
7174,_RARE_,L,300.3,309.9,1605,31.5,52,0,0,0,0,0,0
174,_RARE_,H,298.9,308.6,1496,41.1,72,0,0,0,0,0,0
6932,_RARE_,L,300.7,311.6,1919,23.9,173,0,0,0,0,0,0
8364,_RARE_,M,298.7,310.0,1324,68.6,29,1,0,0,1,0,0
4368,_RARE_,M,301.7,310.2,1377,50.7,54,0,0,0,0,0,0
1943,_RARE_,L,298.1,308.0,1579,35.1,132,0,0,0,0,0,0
5746,_RARE_,M,301.7,311.8,1517,38.4,206,0,0,0,0,0,0
4378,_RARE_,L,301.7,309.9,1619,32.1,171,0,0,0,0,0,0
1606,_RARE_,L,298.2,308.0,1456,45.0,201,0,0,0,0,0,0
6026,_RARE_,L,300.6,311.0,1905,21.9,0,0,0,0,0,0,0
1957,_RARE_,M,297.9,308.0,1574,35.3,0,0,0,0,0,0,0
7731,_RARE_,L,300.5,311.8,1626,28.5,46,0,0,0,0,0,0
2800,_RARE_,M,300.8,309.5,1805,27.0,113,0,0,0,0,0,0
5785,_RARE_,M,302.2,311.4,1930,21.4,136,0,0,0,0,0,0
7651,_RARE_,L,300.3,311.6,1516,39.4,159,0,0,0,0,0,0
6729,_RARE_,L,301.4,310.9,1733,29.4,138,0,0,0,0,0,0
9842,_RARE_,M,298.4,309.0,1422,47.9,66,0,0,0,0,0,0
8859,_RARE_,L,297.5,308.6,1553,41.1,126,0,0,0,0,0,0
7274,_RARE_,L,300.5,310.2,1508,41.2,152,0,0,0,0,0,0
3349,_RARE_,M,301.4,310.8,1687,30.1,86,0,0,0,0,0,0
2401,_RARE_,L,298.9,308.2,1729,35.5,124,0,0,0,0,0,0
3724,_RARE_,L,302.6,311.4,1453,39.7,215,0,0,0,0,0,0
5156,_RARE_,L,304.1,313.5,1463,42.4,105,0,0,0,0,0,0
4391,_RARE_,L,302.5,310.4,1510,37.8,45,0,0,0,0,0,0
3667,_RARE_,L,302.0,311.0,1408,43.7,144,0,0,0,0,0,0
1441,_RARE_,L,299.1,310.1,1622,29.7,163,0,0,0,0,0,0
3999,_RARE_,L,302.1,310.6,1609,38.8,186,0,0,0,0,0,0
1518,_RARE_,M,298.0,308.9,1545,36.7,97,0,0,0,0,0,0
4317,_RARE_,L,302.0,310.1,1377,43.4,158,0,0,0,0,0,0
4699,_RARE_,M,303.5,312.0,1453,39.3,166,0,0,0,0,0,0
1319,_RARE_,L,298.5,310.1,1724,30.0,156,0,0,0,0,0,0
4522,_RARE_,M,302.4,310.1,1843,23.2,119,0,0,0,0,0,0
7705,_RARE_,M,300.5,311.7,1537,47.8,157,0,0,0,0,0,0
1484,_RARE_,M,298.8,309.9,1751,28.6,165,0,0,0,0,0,0
2566,_RARE_,M,299.0,308.7,1521,34.4,49,0,0,0,0,0,0
8474,_RARE_,L,298.6,309.5,1574,32.9,69,0,0,0,0,0,0
3014,_RARE_,L,300.1,309.2,1456,34.6,201,0,0,0,0,0,0
5837,_RARE_,L,301.3,311.0,1564,37.4,111,0,0,0,0,0,0
1255,_RARE_,L,297.1,308.0,1444,49.1,237,1,1,0,0,0,0
7778,_RARE_,L,300.6,311.7,1392,48.5,167,0,0,0,0,0,0
2951,_RARE_,H,300.7,309.4,1524,39.0,39,0,0,0,0,0,0
1541,_RARE_,M,298.2,308.5,1578,42.9,65,0,0,0,0,0,0
8431,_RARE_,M,297.7,309.7,1613,27.6,140,0,0,0,0,0,0
3383,_RARE_,L,302.0,310.7,1446,49.3,20,0,0,0,0,0,0
8733,_RARE_,L,297.6,308.7,1377,62.3,104,0,0,0,0,0,0
9146,_RARE_,M,297.7,308.4,1787,26.7,104,0,0,0,0,0,0
9289,_RARE_,M,298.0,308.9,1938,22.4,156,0,0,0,0,0,0
1890,_RARE_,M,297.8,307.9,1476,52.6,85,0,0,0,0,0,0
1726,_RARE_,L,298.3,308.1,1440,33.6,175,0,0,0,0,0,0
6164,_RARE_,H,301.1,310.9,1517,41.4,37,0,0,0,0,0,0
7190,_RARE_,L,300.3,310.1,1957,20.8,88,0,0,0,0,0,0
7301,_RARE_,M,299.5,310.0,1334,62.1,148,0,0,0,0,0,0
1598,_RARE_,L,297.8,307.8,1330,55.0,140,0,0,0,0,0,0
4308,_RARE_,L,302.2,309.6,1472,48.8,20,0,0,0,0,0,0
3667,_RARE_,L,302.3,311.6,1453,43.1,127,0,0,0,0,0,0
8219,_RARE_,H,299.3,310.9,1522,35.0,171,0,0,0,0,0,0
4069,_RARE_,L,302.0,310.9,1356,45.9,169,0,0,0,0,0,0
9021,_RARE_,H,297.2,308.0,1417,44.3,164,0,0,0,0,0,0
253,_RARE_,L,298.4,308.6,1548,37.7,109,0,0,0,0,0,0
2223,_RARE_,L,299.2,308.4,1504,43.2,197,0,0,0,0,0,0
2355,_RARE_,L,299.5,308.7,1522,44.8,47,0,0,0,0,0,0
8851,_RARE_,M,297.3,308.6,1411,42.3,177,0,0,0,0,0,0
1132,_RARE_,L,297.1,308.1,1586,32.4,17,0,0,0,0,0,0
6037,_RARE_,M,300.9,310.6,1382,58.0,213,0,0,0,0,0,0
1483,_RARE_,L,299.0,310.2,1588,33.7,153,0,0,0,0,0,0
5950,_RARE_,M,300.5,310.6,1547,45.0,56,0,0,0,0,0,0
4148,_RARE_,L,302.2,310.6,1385,48.0,120,0,0,0,0,0,0
6377,_RARE_,M,300.8,309.7,1400,53.0,103,0,0,0,0,0,0
8885,_RARE_,L,297.6,308.8,1456,53.4,81,0,0,0,0,0,0
8357,_RARE_,L,298.9,309.8,1374,53.7,23,0,0,0,0,0,0
9855,_RARE_,L,298.5,309.2,1569,30.9,122,0,0,0,0,0,0
8073,_RARE_,M,300.2,311.6,1239,51.3,2,0,0,0,0,0,0
5257,_RARE_,L,303.8,313.2,1302,61.5,130,0,0,0,0,0,0
872,_RARE_,M,295.6,306.2,1576,35.9,160,0,0,0,0,0,0
9601,_RARE_,L,298.9,310.1,1375,47.0,13,0,0,0,0,0,0
3511,_RARE_,L,301.8,310.9,1480,43.9,114,0,0,0,0,0,0
9490,_RARE_,M,298.8,309.8,1587,37.6,200,0,0,0,0,0,0
1102,_RARE_,H,297.0,307.8,1548,38.5,110,0,0,0,0,0,0
641,_RARE_,L,297.8,309.0,1414,50.9,16,0,0,0,0,0,0
1780,_RARE_,M,295.7,307.3,1444,45.0,0,0,0,0,0,0,0
216,_RARE_,H,298.5,308.0,1564,34.1,83,0,0,0,0,0,0
3628,_RARE_,L,302.3,311.7,1508,33.5,219,0,0,0,0,0,0
850,_RARE_,L,295.7,306.2,1578,36.1,19,0,0,0,0,0,0
9605,_RARE_,L,299.0,310.0,1459,47.9,11,0,0,0,0,0,0
3465,_RARE_,L,301.3,310.5,1415,48.6,208,1,1,0,0,0,0
7601,_RARE_,M,300.7,311.7,1436,47.4,5,0,0,0,0,0,0
9177,_RARE_,M,297.5,308.5,1492,38.0,135,0,0,0,0,0,0
9689,_RARE_,L,299.1,310.5,1509,31.4,86,0,0,0,0,0,0
9758,_RARE_,L,298.5,309.4,1550,42.0,182,0,0,0,0,0,0
7471,_RARE_,L,300.3,312.0,1645,28.8,13,0,0,0,0,0,0
2525,_RARE_,L,299.2,308.8,1339,59.1,7,1,0,0,0,1,0
9786,_RARE_,M,298.9,309.9,1613,38.7,22,0,0,0,0,0,0
6329,_RARE_,L,301.0,310.4,1518,33.1,108,0,0,0,0,0,0
3549,_RARE_,L,301.9,311.0,1773,29.9,204,0,0,0,0,0,0
3595,_RARE_,H,302.4,311.2,1549,39.2,53,0,0,0,0,0,0
5131,_RARE_,L,304.0,313.2,1450,42.2,142,0,0,0,0,0,0
7224,_RARE_,L,300.5,310.5,1308,47.8,36,0,0,0,0,0,0
8147,_RARE_,H,300.4,311.8,1436,49.6,196,0,0,0,0,0,0
2944,_RARE_,L,300.6,309.5,1388,53.8,23,0,0,0,0,0,0
8401,_RARE_,M,298.5,309.8,1535,40.7,120,0,0,0,0,0,0
2518,_RARE_,L,299.0,308.8,1345,52.9,201,0,0,0,0,0,0
4793,_RARE_,L,303.5,312.7,1326,54.0,10,0,0,0,0,0,0
3599,_RARE_,H,302.3,311.2,1972,20.9,171,0,0,0,0,0,0
8042,_RARE_,L,300.7,312.0,1622,31.4,79,0,0,0,0,0,0
3181,_RARE_,M,300.3,309.9,1411,45.4,87,0,0,0,0,0,0
6183,_RARE_,L,301.0,310.8,1680,30.5,61,0,0,0,0,0,0
546,_RARE_,L,297.5,309.5,1344,52.5,152,0,0,0,0,0,0
5011,_RARE_,M,304.1,313.2,1472,44.2,154,0,0,0,0,0,0
5727,_RARE_,L,301.7,311.0,1349,51.9,122,0,0,0,0,0,0
8677,_RARE_,L,297.4,308.3,1553,40.5,75,0,0,0,0,0,0
891,_RARE_,L,295.8,306.5,1601,34.4,192,0,0,0,0,0,0
2901,_RARE_,L,300.8,309.6,1544,43.6,149,0,0,0,0,0,0
278,_RARE_,M,298.3,308.5,1303,59.5,25,0,0,0,0,0,0
5015,_RARE_,L,304.1,313.3,1505,44.4,51,0,0,0,0,0,0
9209,_RARE_,H,298.3,309.0,1421,48.1,55,0,0,0,0,0,0
9034,_RARE_,H,297.2,308.3,1404,53.9,19,0,0,0,0,0,0
3935,_RARE_,M,302.3,311.3,1379,51.4,159,0,0,0,0,0,0
9330,_RARE_,L,298.0,308.8,1714,25.4,116,0,0,0,0,0,0
3413,_RARE_,H,301.8,310.5,1686,33.4,113,0,0,0,0,0,0
4197,_RARE_,M,302.3,310.7,1450,50.5,154,0,0,0,0,0,0
5564,_RARE_,M,302.6,312.1,1423,46.5,30,0,0,0,0,0,0
108,_RARE_,M,298.4,308.5,1716,27.1,31,0,0,0,0,0,0
701,_RARE_,M,297.7,308.8,1680,34.7,231,0,0,0,0,0,0
8658,_RARE_,M,297.5,308.4,1381,60.0,37,0,0,0,0,0,0
3796,_RARE_,M,302.4,311.4,1542,45.1,144,0,0,0,0,0,0
3601,_RARE_,M,302.2,311.4,1342,54.7,117,0,0,0,0,0,0
8365,_RARE_,L,298.7,309.5,1409,53.3,91,0,0,0,0,0,0
5066,_RARE_,M,304.0,313.1,1484,42.7,6,0,0,0,0,0,0
9901,_RARE_,L,298.1,307.9,1359,50.7,190,0,0,0,0,0,0
7248,_RARE_,L,300.2,310.2,1443,45.9,67,0,0,0,0,0,0
9270,_RARE_,L,298.2,309.1,1365,39.1,73,0,0,0,0,0,0
2381,_RARE_,L,299.2,308.4,1515,47.6,87,0,0,0,0,0,0
5344,_RARE_,L,302.9,312.4,1503,50.9,116,0,0,0,0,0,0
9093,_RARE_,M,297.4,308.6,1431,47.8,24,0,0,0,0,0,0
4312,_RARE_,L,301.8,310.8,1537,34.8,224,0,0,0,0,0,0
9814,_RARE_,L,299.1,308.9,1500,44.8,174,0,0,0,0,0,0
9626,_RARE_,M,299.3,310.0,1450,40.8,89,0,0,0,0,0,0
7984,_RARE_,L,301.0,311.6,1627,34.2,89,0,0,0,0,0,0
2349,_RARE_,L,299.3,308.5,1443,43.4,186,0,0,0,0,0,0
9684,_RARE_,L,299.1,310.5,1353,48.3,217,0,0,0,0,1,0
9513,_RARE_,L,299.2,310.3,1420,45.5,32,0,0,0,0,0,0
8025,_RARE_,L,300.9,312.0,1281,54.2,19,0,0,0,0,0,0
6101,_RARE_,M,301.0,311.0,1456,47.7,103,0,0,0,0,0,0
3091,_RARE_,M,300.4,309.7,1441,39.0,104,0,0,0,0,0,0
7629,_RARE_,M,300.3,311.4,1436,41.5,69,0,0,0,0,0,0
6506,_RARE_,L,301.3,310.3,1466,39.9,71,0,0,0,0,0,0
9486,_RARE_,M,298.9,309.3,1590,36.4,187,0,0,0,0,0,0
5796,_RARE_,H,302.3,311.5,1550,38.1,77,0,0,0,0,0,0
9845,_RARE_,L,298.6,309.5,1529,37.4,59,0,0,0,0,0,0
2259,_RARE_,L,299.3,308.7,1444,54.5,4,0,0,0,0,0,0
1963,_RARE_,L,298.0,307.9,1654,29.7,9,0,0,0,0,0,0
9182,_RARE_,L,297.6,308.7,1700,27.7,30,0,0,0,0,0,0
9849,_RARE_,M,298.5,309.5,1344,61.5,7,0,0,0,0,0,0
4856,_RARE_,M,303.5,313.4,1384,44.9,124,0,0,0,0,0,0
8531,_RARE_,L,298.5,309.0,1787,25.9,44,0,0,0,0,0,0
2764,_RARE_,L,299.3,309.2,1295,53.5,57,0,0,0,0,0,0
6131,_RARE_,L,300.9,310.9,1436,42.8,88,0,0,0,0,0,0
5800,_RARE_,L,301.5,311.1,1482,38.6,36,0,0,0,0,0,0
2078,_RARE_,M,299.1,308.3,1529,44.3,120,0,0,0,0,0,0
1191,_RARE_,H,297.7,308.9,1555,38.6,89,0,0,0,0,0,0
3991,_RARE_,L,301.9,310.5,1364,46.1,69,0,0,0,0,0,0
6620,_RARE_,H,301.4,310.5,1319,57.8,119,0,0,0,0,0,0
2950,_RARE_,L,300.6,309.6,1691,22.1,44,0,0,0,0,0,0
4458,_RARE_,M,302.3,310.3,1335,43.9,36,0,0,0,0,0,0
9601,_RARE_,L,299.0,310.0,1558,35.6,113,0,0,0,0,0,0
7893,_RARE_,M,299.8,311.3,1490,34.6,77,0,0,0,0,0,0
2142,_RARE_,L,299.3,308.9,1716,29.0,114,0,0,0,0,0,0
9732,_RARE_,L,298.6,309.5,1547,30.0,157,0,0,0,0,0,0
3173,_RARE_,H,300.1,309.3,1471,37.3,82,0,0,0,0,0,0
3242,_RARE_,L,301.0,309.5,1486,39.8,77,0,0,0,0,0,0
3064,_RARE_,L,300.5,309.4,1890,23.8,203,0,0,0,0,0,0
472,_RARE_,M,297.6,309.2,1435,51.1,62,0,0,0,0,0,0
7523,_RARE_,L,300.3,311.7,1535,43.1,178,0,0,0,0,0,0
2396,_RARE_,L,299.2,308.7,1718,25.5,8,0,0,0,0,0,0
3188,_RARE_,L,300.1,309.4,1711,21.8,130,0,0,0,0,0,0
5467,_RARE_,L,302.8,312.5,1397,49.5,4,0,0,0,0,0,0
7787,_RARE_,H,300.5,311.5,1455,46.6,84,0,0,0,0,0,0
4023,_RARE_,M,302.0,310.6,1728,21.6,227,0,0,0,0,0,0
9114,_RARE_,H,297.2,308.6,1449,50.7,204,0,0,0,0,0,0
8446,_RARE_,L,298.6,309.9,1561,52.4,2,0,0,0,0,0,0
6454,_RARE_,L,300.6,309.6,1475,42.4,92,0,0,0,0,0,0
5736,_RARE_,L,302.0,311.7,1535,34.5,37,0,0,0,0,0,0
9395,_RARE_,L,297.9,307.8,1553,37.3,101,0,0,0,0,0,0
3065,_RARE_,M,300.1,309.7,1413,53.5,151,0,0,0,0,0,0
6746,_RARE_,L,301.5,310.6,1455,40.7,6,0,0,0,0,0,0
8987,_RARE_,M,297.1,308.3,1386,50.3,98,0,0,0,0,0,0
5334,_RARE_,L,303.3,312.4,1389,50.0,100,0,0,0,0,0,0
5285,_RARE_,M,303.9,313.2,1525,37.8,174,0,0,0,0,0,0
5284,_RARE_,M,303.4,312.6,2251,15.3,34,1,0,0,1,0,0
1723,_RARE_,L,298.4,307.9,1388,61.6,122,0,0,0,0,0,0
4000,_RARE_,L,302.0,310.8,1507,47.0,98,0,0,0,0,0,0
3973,_RARE_,L,302.6,311.4,1452,41.6,156,0,0,0,0,0,0
6929,_RARE_,L,300.9,311.4,1479,43.0,95,0,0,0,0,0,0
867,_RARE_,L,296.0,306.3,1556,35.0,135,0,0,0,0,0,0
2649,_RARE_,L,299.7,309.3,1342,52.3,126,0,0,0,0,0,0
7373,_RARE_,M,299.9,310.4,1704,28.7,103,0,0,0,0,0,0
8769,_RARE_,M,297.6,309.3,1439,46.6,168,0,0,0,0,0,0
5784,_RARE_,L,302.2,311.2,1663,32.6,16,0,0,0,0,0,0
1979,_RARE_,M,297.8,307.7,1350,52.1,165,0,0,0,0,0,0
6852,_RARE_,L,300.9,311.0,1377,61.1,55,0,0,0,0,0,0
1414,_RARE_,M,299.4,310.4,1583,39.5,170,0,0,0,0,0,0
2745,_RARE_,L,299.9,309.2,1849,24.6,93,0,0,0,0,0,0
8544,_RARE_,L,298.4,309.3,1439,40.4,182,0,0,0,0,0,0
9310,_RARE_,L,298.0,308.3,1636,37.7,169,0,0,0,0,0,0
7029,_RARE_,M,300.7,310.5,1418,48.2,207,0,0,0,0,0,0
5838,_RARE_,M,301.2,310.9,1744,27.7,108,0,0,0,0,0,0
3397,_RARE_,M,301.9,310.9,1346,46.9,186,0,0,0,0,0,0
92,_RARE_,L,298.8,308.5,1484,43.0,118,0,0,0,0,0,0
7743,_RARE_,M,299.5,311.7,1553,41.5,38,0,0,0,0,0,0
1189,_RARE_,M,297.0,308.0,1466,41.0,203,0,0,0,0,0,0
8994,_RARE_,H,297.1,308.4,1406,42.0,51,0,0,0,0,0,0
9699,_RARE_,L,299.2,310.2,1555,35.5,187,0,0,0,0,0,0
4371,_RARE_,L,302.0,309.8,1366,44.6,163,0,0,0,0,0,0
2368,_RARE_,L,299.1,308.8,1593,40.5,192,0,0,0,0,0,0
6657,_RARE_,L,301.5,310.4,1344,45.0,11,1,0,1,0,0,0
9892,_RARE_,L,298.6,309.6,1551,42.1,244,0,0,0,0,0,0
1853,_RARE_,L,297.7,307.2,1738,27.8,197,0,0,0,0,0,0
2758,_RARE_,M,299.9,309.4,1430,63.2,122,0,0,0,0,0,0
5024,_RARE_,L,303.9,313.0,1500,36.6,173,0,0,0,0,0,0
8266,_RARE_,L,298.9,310.5,1361,40.9,89,0,0,0,0,0,0
3803,_RARE_,H,302.1,311.1,1292,55.9,35,1,0,1,0,0,0
6938,_RARE_,H,301.0,311.2,1434,46.2,198,0,0,0,0,0,0
1392,_RARE_,M,298.9,310.4,1665,30.7,159,0,0,0,0,0,0
145,_RARE_,L,298.8,308.6,1398,58.4,174,0,0,0,0,0,0
8892,_RARE_,L,297.9,308.7,1765,28.3,108,0,0,0,0,0,0
3020,_RARE_,L,300.1,309.5,1358,50.9,28,0,0,0,0,0,0
9340,_RARE_,L,298.3,309.0,1665,29.8,65,0,0,0,0,0,0
6101,_RARE_,M,300.9,310.9,1840,24.9,16,0,0,0,0,0,0
3437,_RARE_,L,301.6,310.8,1974,21.2,100,0,0,0,0,0,0
7490,_RARE_,M,299.9,311.6,1693,23.2,146,0,0,0,0,0,0
8749,_RARE_,L,297.1,308.5,1516,39.2,161,0,0,0,0,0,0
1520,_RARE_,L,298.0,308.2,1436,43.7,147,0,0,0,0,0,0
3560,_RARE_,M,301.9,311.0,1470,39.4,94,0,0,0,0,0,0
4536,_RARE_,L,302.8,310.6,1391,59.9,52,0,0,0,0,0,0
909,_RARE_,H,301.4,306.2,1637,32.4,68,0,0,0,0,0,0
6979,_RARE_,L,300.9,311.7,1766,26.4,118,0,0,0,0,0,0
8234,_RARE_,L,299.1,310.6,1499,48.8,5,0,0,0,0,0,0
8478,_RARE_,M,299.0,310.3,1686,28.9,167,0,0,0,0,0,0
8118,_RARE_,L,300.3,311.7,1528,42.6,202,0,0,0,0,0,0
2445,_RARE_,H,298.9,308.5,1586,35.0,166,0,0,0,0,0,0
6234,_RARE_,L,301.3,311.5,1557,36.5,89,0,0,0,0,0,0
6279,_RARE_,L,303.9,310.8,1613,32.6,101,0,0,0,0,0,0
6668,_RARE_,L,301.4,310.6,1357,46.7,40,0,0,0,0,0,0
340,_RARE_,M,297.8,308.4,1738,34.2,101,0,0,0,0,0,0
7688,_RARE_,M,300.5,311.7,1556,45.9,44,0,0,0,0,0,0
8349,_RARE_,H,298.7,309.6,1420,48.7,105,0,0,0,0,0,0
9323,_RARE_,L,298.1,308.7,1459,43.7,194,0,0,0,0,0,0
3046,_RARE_,L,300.5,309.6,1506,36.1,166,0,0,0,0,0,0
3942,_RARE_,L,302.6,311.6,1419,45.6,87,0,0,0,0,0,0
9579,_RARE_,L,298.9,310.1,1552,36.6,184,0,0,0,0,0,0
3299,_RARE_,L,301.7,310.1,1712,29.3,79,0,0,0,0,0,0
2591,_RARE_,M,299.9,309.5,1601,31.8,92,0,0,0,0,0,0
8541,_RARE_,L,298.1,308.9,1727,27.4,55,0,0,0,0,0,0
4886,_RARE_,L,303.8,312.7,1486,44.5,142,0,0,0,0,0,0
3913,_RARE_,H,302.6,311.6,1526,36.2,45,0,0,0,0,0,0
4168,_RARE_,L,302.2,310.5,1753,27.5,31,0,0,0,0,0,0
2213,_RARE_,L,299.6,308.5,1408,49.7,59,0,0,0,0,0,0
6268,_RARE_,M,300.9,310.7,1284,52.2,22,0,0,0,0,0,0
3908,_RARE_,L,302.2,311.0,1642,32.9,165,0,0,0,0,0,0
8683,_RARE_,L,297.1,308.3,1386,52.7,210,1,0,0,0,1,0
4121,_RARE_,L,302.0,309.9,1506,36.4,120,0,0,0,0,0,0
3788,_RARE_,L,301.4,311.2,1739,34.7,158,0,0,0,0,0,0
7028,_RARE_,L,300.7,310.7,1583,34.0,217,0,0,0,0,0,0
8429,_RARE_,H,298.6,309.4,1391,50.3,120,0,0,0,0,0,0
5541,_RARE_,L,302.6,312.0,1564,38.6,72,0,0,0,0,0,0
4055,_RARE_,L,302.0,311.3,1544,34.6,125,0,0,0,0,0,0
905,_RARE_,L,295.5,305.9,1414,54.5,23,0,0,0,0,0,0
